suite_name,target_col,test_seed,n_train,descriptor_family,model_name,method_label,rmse_mean,rmse_ci_low,rmse_ci_high,rmse_std,mae_mean,mae_ci_low,mae_ci_high,r2_mean,r2_ci_low,r2_ci_high,spearman_mean,spearman_ci_low,spearman_ci_high
primary,uptake(mmol/g) methane at 65 bar,17,500,enriched_interpretable,hgb,enriched_interpretable | hgb,1.5252388379949706,1.4769285818380948,1.5735490941518464,0.05511480447816438,1.0630386425067502,1.0333022186215501,1.0927750663919502,0.9478537235407802,0.9445970729981424,0.951110374083418,0.9821628398288862,0.9811553319200358,0.9831703477377366
primary,uptake(mmol/g) methane at 65 bar,17,1000,enriched_interpretable,hgb,enriched_interpretable | hgb,1.3518060164583394,1.3223955740219886,1.3812164588946902,0.03355293292654326,0.9658981991111067,0.9498744332128093,0.9819219650094042,0.959061030470601,0.9572861537771647,0.9608359071640372,0.9843845338739289,0.9839830533554952,0.9847860143923626
primary,uptake(mmol/g) methane at 65 bar,17,2000,enriched_interpretable,hgb,enriched_interpretable | hgb,1.2522368597820246,1.243727157247986,1.2607465623160632,0.009708302721638947,0.9001896683128134,0.8940774129411484,0.9063019236844785,0.9648853768080364,0.9644089149310933,0.9653618386849796,0.9860285576949126,0.9858824889521458,0.9861746264376794
primary,uptake(mmol/g) methane at 65 bar,17,5000,enriched_interpretable,hgb,enriched_interpretable | hgb,1.1491116410804167,1.1472290564379974,1.150994225722836,0.002147748588697367,0.8325791880752533,0.8288724606492486,0.8362859155012581,0.9704321445649743,0.9703352921681936,0.970528996961755,0.9874475322692297,0.9872864131237352,0.9876086514147241
primary,uptake(mmol/g) methane at 65 bar,17,10000,enriched_interpretable,hgb,enriched_interpretable | hgb,1.1011119902834763,1.0921291066696246,1.110094873897328,0.01024813183394973,0.7991551186979688,0.7963615834665421,0.8019486539293956,0.9728489117170035,0.9724062090329519,0.973291614401055,0.9881969049737964,0.9881716424523797,0.9882221674952132
primary,uptake(mmol/g) methane at 65 bar,17,20000,enriched_interpretable,hgb,enriched_interpretable | hgb,1.0749049209344705,1.0661592546080598,1.0836505872608813,0.009977502252237256,0.7815880361749173,0.7792938742011903,0.7838821981486443,0.9741259626974077,0.9737045425401994,0.974547382854616,0.9885375917257276,0.9884759616798405,0.9885992217716147
primary,uptake(mmol/g) methane at 65 bar,17,40000,enriched_interpretable,hgb,enriched_interpretable | hgb,1.0506533458678913,1.048113988158934,1.0531927035768485,0.0028970288042942075,0.7692039529525461,0.7685625088924086,0.7698453970126835,0.9752818649221972,0.9751622374080109,0.9754014924363834,0.9887749516851976,0.9887322219647584,0.9888176814056368
primary,uptake(mmol/g) methane at 65 bar,17,210995,enriched_interpretable,hgb,enriched_interpretable | hgb,1.0254616965055865,1.0250336593033451,1.0258897337078279,0.0004883266740358894,0.7573976580278942,0.7569113228313892,0.7578839932243991,0.9764531331098973,0.9764334796459493,0.9764727865738454,0.9890076669325761,0.9889964171013454,0.9890189167638068
primary,uptake(mmol/g) methane at 65 bar,17,500,enriched_interpretable,mlp,enriched_interpretable | mlp,1.5718309817655411,1.500846750449888,1.6428152130811944,0.0809824319144744,1.1069394986704932,1.0831109782616266,1.1307680190793599,0.9445595028423991,0.9395599189692309,0.9495590867155673,0.9764904683540363,0.9742631624123085,0.9787177742957641
primary,uptake(mmol/g) methane at 65 bar,17,1000,enriched_interpretable,mlp,enriched_interpretable | mlp,1.3881095012984555,1.332065337973573,1.444153664623338,0.06393804027374375,1.009598696126996,0.9691776274935673,1.0500197647604248,0.956780660535211,0.9532213782905254,0.9603399427798966,0.9811075195429572,0.9792543478279223,0.982960691257992
