target_col,test_seed,subsample_seed,n_train,descriptor_family,model_name,feature,importance_mean,importance_std
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,vASA,0.06650106325420267,0.0005541266914941128
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,NASA,0.0084896219881829,0.00022475310482531
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,AVA,0.017646449025751465,0.00022799462280407171
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,AVAf,0.2934814771450402,0.0016372728559959841
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,POAVA,0.028051618970091667,0.0007021591713257914
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,Df,0.037724824367615234,0.0006251523595298809
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,Di,0.019344002064576767,0.00027820791588703883
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,Dif,0.015313306972339074,0.0004355654853197397
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,lcd_pld_ratio,0.022061262421354345,0.000647407078873195
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,cavity_window_gap,0.013690511305537612,0.00031551917051854834
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,sa_pv_ratio,0.02128933048931934,0.00037439082696352717
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,vf_density_ratio,0.41230434115011344,0.0020890107786759185
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,log_pld_plus1,0.033804431407458965,0.0005713445605785508
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,log_lcd_plus1,0.02080068779645173,0.00030493375728652344
uptake(mmol/g) CO2 at 0.15 bar,17,2,210995,geometry_plus_topology,rf,topology_label___OTHER__,0.241704806760757,0.0021268932744564904
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,UC_volume,0.0014373971916187278,0.00024476590232901736
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,Density,0.0203511146856852,0.00027885451601413874
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,ASA,-0.00044360352052514874,0.00010247857466021572
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,vASA,0.0033177093433702344,0.00024596154236427003
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,NASA,-0.0010346049977844717,0.0002656830059008498
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,AVA,0.010832157451652358,0.00042396717329579837
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,AVAf,0.15669009931050132,0.0013044271892639074
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,POAVA,-0.001425423413156357,0.00012279421766055008
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,Df,0.0041326161112248735,0.00012073678983855485
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,Di,0.002778155327360998,0.00026580458453450914
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,Dif,0.004940688627645795,0.00021722242486891787
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,lcd_pld_ratio,7.423464367530829e-05,0.000222341281108739
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,cavity_window_gap,-0.0004239472981360182,0.00043032453609390527
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,sa_pv_ratio,-0.000986348905199097,0.00017456940732091944
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,vf_density_ratio,0.013320331452572309,0.00046341759580610686
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,log_pld_plus1,0.0035427546599831163,0.00015369739033810337
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,log_lcd_plus1,0.004454181054883289,0.00024831575238067874
uptake(mmol/g) CO2 at 0.15 bar,17,3,500,geometry_plus_topology,rf,topology_label___OTHER__,0.0763968344022292,0.0010748324063426056
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,UC_volume,0.01041773825432799,0.0004012954331762264
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,Density,0.01812922070326186,0.00022454464369536705
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,ASA,0.0015171415915061215,9.94151969870379e-05
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,vASA,0.004852511010902017,0.00021302327729198035
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,NASA,0.0005524331581382658,0.00024922652771943343
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,AVA,0.004127108651705768,0.00013400936506376924
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,AVAf,0.21458924234351176,0.0014169447575889315
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,POAVA,-9.788817762667046e-05,0.00014385997286669213
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,Df,0.006674316371393552,0.00020501563104554114
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,Di,0.0030878362436968397,0.0001241603301017403
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,Dif,0.014240312293528701,0.0004399995564337252
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,lcd_pld_ratio,0.0001464456613204046,0.00018119377884063018
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,cavity_window_gap,0.005377465247548308,0.0002124190598417835
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,sa_pv_ratio,0.021317766829924988,0.0005839485592129689
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,vf_density_ratio,0.35201761105994056,0.0016982615065846407
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,log_pld_plus1,0.004551731253034053,0.00023039390709391622
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,log_lcd_plus1,0.0046919735101313975,0.00012538640850190557
uptake(mmol/g) CO2 at 0.15 bar,17,3,2000,geometry_plus_topology,rf,topology_label___OTHER__,0.10243500770953964,0.0013325567452340409
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,UC_volume,0.020376398512873685,0.00046801631806382384
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,Density,0.04130943334673557,0.0004724710022100946
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,ASA,0.01362924475140027,0.0002813782863519883
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,vASA,0.02700218733197023,0.0008663499492098245
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,NASA,0.004184423542999294,0.00037265112527254835
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,AVA,0.0041157812463139985,0.0001600096733039534
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,AVAf,0.18255367382550505,0.0013337698995127712
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,POAVA,0.00861567537952942,0.000219017611534253
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,Df,0.006864712258166738,0.00030416979735014817
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,Di,0.00905745520454041,0.00030758397285785905
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,Dif,0.007151673022109584,0.00043441904599347
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,lcd_pld_ratio,0.0055011563714600035,0.00029806239556113634
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,cavity_window_gap,0.004743867492810272,0.0005235884179609601
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,sa_pv_ratio,0.01768616911261923,0.0006941517801658617
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,vf_density_ratio,0.2920048727199462,0.0016179040267245987
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,log_pld_plus1,0.0053440432649101925,0.0002637558384783882
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,log_lcd_plus1,0.010660948388098269,0.0003398430646006421
uptake(mmol/g) CO2 at 0.15 bar,17,3,10000,geometry_plus_topology,rf,topology_label___OTHER__,0.15909955863669556,0.0017207993668332234
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,UC_volume,0.10402632985673972,0.0014521024664015006
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,Density,0.13269426746447616,0.0007291152953995323
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,ASA,0.027138379807839712,0.0005454013867859349
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,vASA,0.0715602810161758,0.0009031368257743322
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,NASA,0.008358223852797508,0.0002251859779805668
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,AVA,0.0158300239969212,0.0003150891149013756
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,AVAf,0.2848379971315941,0.0018055841823283476
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,POAVA,0.027557461954507513,0.0003468964726705877
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,Df,0.0349563905014547,0.0005308898670535882
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,Di,0.020902576560272577,0.00036602614833073423
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,Dif,0.017699564418256614,0.000544981230868849
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,lcd_pld_ratio,0.020914126436250857,0.0004510211647899765
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,cavity_window_gap,0.013281958381733416,0.0002614003115780683
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,sa_pv_ratio,0.02090101628787768,0.0005058369780661631
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,vf_density_ratio,0.405325968923825,0.002235680885436176
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,log_pld_plus1,0.033400331711057024,0.0004925859192754043
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,log_lcd_plus1,0.017725648447751437,0.00031430122762989465
uptake(mmol/g) CO2 at 0.15 bar,17,3,210995,geometry_plus_topology,rf,topology_label___OTHER__,0.24287981188016308,0.0020171735305004337
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,UC_volume,0.010208126245106386,0.00038221033535771216
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,Density,0.009862270076395873,0.00010337962025510725
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,ASA,0.0004790906948548224,0.00014229180400338607
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,vASA,0.004720658185636661,0.0003479802205316447
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,NASA,0.0011532842734985893,6.616897438180176e-05
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,AVA,0.0022945849865160907,0.00015666413934926524
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,AVAf,0.3133785507108204,0.0010911893997542828
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,POAVA,0.0012589127528655041,0.0002300749503420346
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,Df,0.0005695495308171816,8.004810729400242e-05
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,Di,0.0010019841400569773,3.4153607376437214e-05
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,Dif,0.0015589094533435932,0.0001421519149169174
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,lcd_pld_ratio,0.0009808709595788613,0.00017637802741626241
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,cavity_window_gap,0.005288004663761059,0.00039384625751952426
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,sa_pv_ratio,0.008678366654752735,0.0004542230330421009
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,vf_density_ratio,0.05665657548856575,0.00031379408623770166
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,log_pld_plus1,0.0016543699243929066,6.475772775825492e-05
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,log_lcd_plus1,0.0020099969286048293,5.793506710447658e-05
uptake(mmol/g) CO2 at 0.15 bar,17,4,500,geometry_plus_topology,rf,topology_label___OTHER__,0.07131706679695163,0.0007669279253087964
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,UC_volume,0.009774139482218957,0.00037595434907960974
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,Density,0.021132138855506976,0.0005081012697825943
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,ASA,0.013921974275252403,0.000376047983852855
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,vASA,0.01218668200710793,0.0004921172373623431
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,NASA,0.0048839684598854126,0.00016172499090738636
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,AVA,0.008257926111666935,0.0002104273421400536
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,AVAf,0.16183261677385935,0.0009037631136299864
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,POAVA,0.004259185680949018,0.00017196021112272098
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,Df,0.0023304346321022075,0.0001674525999503307
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,Di,0.0013817622460641221,0.00014836769928937423
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,Dif,0.0037707979680061563,0.00018362228886160842
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,lcd_pld_ratio,0.002842282474269031,0.00026715814649715954
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,cavity_window_gap,0.0027736036843323377,0.0002395493706203852
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,sa_pv_ratio,0.0061165635557407835,0.0002915519125389596
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,vf_density_ratio,0.16185151655309643,0.0011054013586203038
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,log_pld_plus1,0.0031007365814353038,0.00016372281594860096
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,log_lcd_plus1,0.0012724485100643612,9.892040512318388e-05
uptake(mmol/g) CO2 at 0.15 bar,17,4,2000,geometry_plus_topology,rf,topology_label___OTHER__,0.1390865801573337,0.0014269632787701134
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,UC_volume,0.02224308615666567,0.0004260966893036133
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,Density,0.05499359546548249,0.0006264396791737695
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,ASA,0.014916551932539513,0.00040821422398724943
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,vASA,0.020330065431382983,0.0004612977731495423
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,NASA,0.0005324825782046738,0.00019847534650211589
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,AVA,0.005844055517061475,0.000274278828083549
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,AVAf,0.21921457363288313,0.0010491054512051462
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,POAVA,0.01272515043952328,0.00019496709445275895
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,Df,0.00723337873488269,0.00016187234279550314
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,Di,0.00907031217245855,0.00027942665154796255
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,Dif,0.009206847302171816,0.00021849713471967333
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,lcd_pld_ratio,0.006680180858676099,0.0006843493982638403
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,cavity_window_gap,0.00629771363645446,0.00036964074744909645
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,sa_pv_ratio,0.008412318884167802,0.00020844325465910218
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,vf_density_ratio,0.3150739807483943,0.001236267079589967
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,log_pld_plus1,0.006006652054474981,0.000155674035474485
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,log_lcd_plus1,0.01065149768734217,0.0002955432188244758
uptake(mmol/g) CO2 at 0.15 bar,17,4,10000,geometry_plus_topology,rf,topology_label___OTHER__,0.15747987444394154,0.0022936421735411214
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,UC_volume,0.10263345936691486,0.0008415042412871761
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,Density,0.13565290292361962,0.00101982328000759
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,ASA,0.02469224099780785,0.0006447394523620035
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,vASA,0.06682824850990357,0.0009889658551163073
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,NASA,0.008273139048724686,0.00019716951454517862
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,AVA,0.017327076990040758,0.00035621469063287493
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,AVAf,0.28401361278801895,0.0013016171902311558
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,POAVA,0.02719956909211363,0.0004770788086036091
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,Df,0.035641913539779586,0.0009673085879908452
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,Di,0.02084265158089123,0.00044149690944859807
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,Dif,0.01493144535956179,0.00039854962181452814
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,lcd_pld_ratio,0.02398606806932656,0.0003499484551761819
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,cavity_window_gap,0.014895160493382364,0.00022599973452894218
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,sa_pv_ratio,0.02173442195230712,0.0004189204392245682
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,vf_density_ratio,0.4075514288623334,0.002768283166828821
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,log_pld_plus1,0.037404255460445825,0.0008748261883125048
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,log_lcd_plus1,0.019464908611367165,0.00045180291016742484
uptake(mmol/g) CO2 at 0.15 bar,17,4,210995,geometry_plus_topology,rf,topology_label___OTHER__,0.24096308941417477,0.0020581397550985914
